app_id,GOOD,BAD,app_date,disp_income,occ_code,cust_age,time_emp,res_indicator,I_01,I_02,I_03,I_04,D_01,ER_01,ER_02,I_05,D_02,I_06,P_01,S_01,CA_03,CA_02,CA_01,S_02,app_date 
-13875,.,.,16-Feb-21,0,SA,17,1,P,.,.,.,.,.,5,.,8,.,0.562901203,48.3359375,1,0,.,5,0,07/12/2035
-13888,.,.,16-Feb-21,0,SA,18,0,P,.,.,.,.,.,1,0,6,.,0.150834953,76.78125,2,0,.,5,0,07/12/2035
-13878,.,.,16-Feb-21,0,SH,17,0,P,.,.,.,.,.,5,.,14,.,0,63.34375,1,0,.,5,0,07/12/2035
-13874,.,.,16-Feb-21,400,SO,51,.,R,.,.,65,.,.,2,2,6,.,0.069111332,63.484375,1,0,.,5,0,07/12/2035
-13891,.,.,16-Feb-21,1,SD,21,1,P,.,2450,24,.,0,28,28,4,2696,0.02451906,50.859375,1,0,.,5,1,07/12/2035
-13879,.,.,16-Feb-21,1,SK,18,0,P,.,.,.,.,.,4,0,4,.,0,55.171875,1,0,.,5,0,07/12/2035
-13885,.,.,16-Feb-21,0,SC,41,1,P,1,3000,5,3,25,.,23,4,2883,0.271636184,48.609375,2,2,84,3,0,07/12/2035
-13882,.,.,16-Feb-21,600,SM,30,.,R,1,.,1,2,.,.,10,4,.,0.425695464,49.7265625,2,2,0,3,0,07/12/2035
-13893,.,.,16-Feb-21,0,SA,19,2,P,.,400,11,1,0,.,1,.,.,0.023914503,51.4453125,.,1,0,3,4,07/12/2035
-13883,.,.,16-Feb-21,1,SN,18,1,P,1,150,2,1,0,.,0,.,.,0.113430097,32.7734375,.,1,0,3,-1,07/12/2035
-13884,.,.,16-Feb-21,0,SL,21,1,H,3,250,2,1,60,.,.,.,.,0,.,3,0,.,5,0,07/12/2035
-13907,.,.,16-Feb-21,0,SA,21,1,P,.,.,.,.,.,.,.,.,.,0.202230494,62.46875,.,0,.,5,-1,07/12/2035
-13900,.,.,16-Feb-21,480,SB,23,.,R,.,.,.,.,.,.,.,.,.,0.078416456,27.16015625,.,0,.,5,-1,07/12/2035
13901,0,1,16-Feb-21,400,SO,24,.,R,.,.,17,1,.,.,.,65,.,0.314289311,76.296875,1,1,0,3,2,07/12/2035
13904,0,1,16-Feb-21,600,SO,18,.,P,.,.,36,1,.,13,.,29,.,0,55.53125,.,1,0,3,-1,07/12/2035
13897,0,1,16-Feb-21,1,SO,18,0,P,.,.,.,.,.,.,.,4,.,0.10084023,64.359375,.,0,.,5,3,07/12/2035
13889,0,1,16-Feb-21,1300,SM,24,99999,P,.,350,22,.,.,5,.,2,93,0,64.125,.,0,.,5,3,07/12/2035
13876,0,1,16-Feb-21,420,SA,21,3,R,.,.,.,.,.,.,.,.,.,0,.,1,0,.,5,0,07/12/2035
-13928,.,.,17-Feb-21,0,SL,17,0,P,.,.,.,.,.,18,0,55,.,0.175033505,44.8046875,.,0,.,5,-1,08/12/2035
-13923,.,.,17-Feb-21,0,SM,19,1,P,.,550,15,1,20,7,.,30,0,0.369208241,46.796875,.,1,0,3,-1,08/12/2035
-13934,.,.,17-Feb-21,300,SO,19,.,P,1,.,3,1,0,14,.,30,.,0.038500408,54.96875,3,1,0,3,1,08/12/2035
13912,1,0,17-Feb-21,0,SC,18,0,P,.,.,9,2,.,25,2,28,.,0,82.0625,1,2,0,3,-1,08/12/2035
-13918,.,.,17-Feb-21,0,SL,20,2,P,1,1200,2,2,0,8,0,10,.,0.030618616,62.6796875,1,2,0,3,2,08/12/2035
-13911,.,.,17-Feb-21,0,SO,19,1,P,.,1900,9,2,.,1,1,8,589,0,58.234375,1,2,0,3,1,08/12/2035
13929,1,0,17-Feb-21,1,SO,19,.,P,.,.,22,1,.,16,.,7,.,0.037068035,44.875,.,1,0,3,-1,08/12/2035
-13932,.,.,17-Feb-21,0,SA,19,0,P,.,.,6,1,0,5,1,6,.,0.44276832,54.6875,.,1,0,3,-1,08/12/2035
-13922,.,.,17-Feb-21,0,SD,41,2,R,.,.,16,8,.,4,4,3,.,0.305721708,31.859375,.,1,0,3,3,08/12/2035
13917,1,0,17-Feb-21,1,SO,16,0,P,.,.,.,.,.,21,.,4,.,0,61.78125,.,0,.,5,-1,08/12/2035
-13916,.,.,17-Feb-21,0,SO,16,0,P,.,.,.,.,.,21,.,4,.,0,54.125,.,0,.,5,-1,08/12/2035
-13915,.,.,17-Feb-21,0,SO,22,1,P,.,100,15,2,.,2,.,3,.,0.162981547,41.3359375,1,1,0,3,1,08/12/2035
-13910,.,.,17-Feb-21,0,SO,18,1,P,.,.,.,.,.,.,.,3,.,0.06451153,41.8046875,.,0,.,5,3,08/12/2035
-13919,.,.,17-Feb-21,0,SN,24,2,R,1,.,4,.,10,.,.,.,.,0.037214635,52.421875,1,0,.,5,0,08/12/2035
-13921,.,.,17-Feb-21,0,SO,24,1,R,.,.,19,4,.,.,4,.,.,0.06667869,.,2,2,0,3,1,08/12/2035
13924,1,0,17-Feb-21,900,SO,24,99999,R,1,5350,2,1,0,.,.,.,621,0.128821672,35.671875,2,1,0,3,1,08/12/2035
-13920,.,.,17-Feb-21,0,SN,27,1,R,.,.,.,.,.,.,.,.,.,0,.,2,0,.,5,0,08/12/2035
-13933,.,.,17-Feb-21,0,SC,20,99999,,.,.,.,.,.,.,.,.,.,0.013607639,23.04296875,1,0,.,5,1,08/12/2035
13930,0,1,17-Feb-21,2,SC,20,2,R,.,.,.,.,.,.,.,.,.,0,.,.,0,.,4,-1,08/12/2035
13955,1,0,18-Feb-21,1,SH,18,0,P,.,.,.,.,.,22,0,56,.,0,67.1875,.,0,.,5,-1,09/12/2035
13949,1,0,18-Feb-21,100,SO,18,.,P,.,.,.,.,.,12,.,7,.,0,57.8046875,.,0,.,5,-1,09/12/2035
13953,1,0,18-Feb-21,0,SO,19,.,,.,.,49,1,.,5,.,7,.,0,88.734375,.,1,0,3,-1,09/12/2035
13941,1,0,18-Feb-21,600,SO,18,.,P,.,.,.,.,.,19,1,5,.,0.039087901,55.75,.,0,.,5,-1,09/12/2035
-13938,.,.,18-Feb-21,0,SH,21,2,P,1,850,3,2,49,2,4,1,.,0,5.583984375,1,2,506,3,-1,09/12/2035
-13943,.,.,18-Feb-21,600,SC,23,.,R,3,250,4,2,306,.,0,.,.,0.234111534,26.67578125,3,2,0,3,0,09/12/2035
-13946,.,.,18-Feb-21,600,SO,27,.,R,1,.,2,1,0,.,0,.,.,0.719830502,30.21875,1,1,0,3,1,09/12/2035
-13950,.,.,18-Feb-21,780,SO,24,2,R,.,.,.,.,.,.,.,.,.,0.037194646,69.203125,.,0,.,5,-1,09/12/2035
-13940,.,.,18-Feb-21,1,SO,21,.,R,.,.,.,.,.,0,.,.,.,0.282820378,73.140625,.,0,.,5,-1,09/12/2035
13944,0,1,18-Feb-21,1,SO,30,2,R,.,.,12,4,.,.,2,.,.,0.117851131,48.875,1,1,997,3,2,09/12/2035
13972,1,0,24-Feb-21,0,SO,18,.,P,.,.,.,.,.,7,2,31,.,0.074301411,56.6015625,1,0,.,5,0,15/12/2035
-13967,.,.,24-Feb-21,1,SL,18,0,P,.,.,.,.,.,7,0,30,.,0,94.671875,1,0,.,5,0,15/12/2035
-13958,.,.,24-Feb-21,0,SL,18,1,P,.,.,9,1,25,1,2,26,.,0,.,2,1,0,3,0,15/12/2035
-13968,.,.,24-Feb-21,1,SF,19,1,P,.,.,19,1,.,7,1,19,.,0.074725055,73.5,3,1,4,3,0,15/12/2035
-13991,.,.,24-Feb-21,0,SA,19,1,P,.,.,.,.,.,7,.,19,.,0,78.359375,.,0,.,5,-1,15/12/2035
13979,1,0,24-Feb-21,0,SO,18,.,P,.,.,.,.,.,17,0,14,.,0.091877462,66.1875,.,0,.,5,-1,15/12/2035
-13961,.,.,24-Feb-21,1,FT,22,5,R,.,200,16,3,130,4,3,13,.,0,48.8203125,1,2,1273,2,0,15/12/2035
-13973,.,.,24-Feb-21,0,SH,18,0,P,.,.,7,1,.,18,0,11,.,0.019372236,77.359375,1,1,0,3,0,15/12/2035
-13960,.,.,24-Feb-21,400,FT,18,.,P,.,.,8,1,.,2,21,7,.,0,58.234375,1,1,0,3,0,15/12/2035
-13990,.,.,24-Feb-21,0,SA,18,0,P,1,.,2,.,0,24,.,5,.,0.099806381,55.3125,.,0,.,5,4,15/12/2035
-13985,.,.,24-Feb-21,260,SN,24,.,P,.,.,.,.,.,0,0,5,.,0.047509895,24.40625,.,0,.,5,-1,15/12/2035
-13971,.,.,24-Feb-21,0,SO,17,1,P,.,.,.,.,.,0,0,3,.,0,.,1,0,.,5,0,15/12/2035
-13989,.,.,24-Feb-21,0,SA,17,0,P,.,.,.,.,.,10,0,.,.,0.070016298,73.21875,.,0,.,5,-1,15/12/2035
-13983,.,.,24-Feb-21,1760,SM,24,0,R,.,150,14,2,.,.,.,.,.,0.011303666,67.4375,2,1,0,3,1,15/12/2035
-13964,.,.,24-Feb-21,0,SM,22,0,R,3,1550,2,2,.,.,.,.,1364,0.215288644,24.76953125,2,2,0,2,0,15/12/2035
-13966,.,.,24-Feb-21,1,SO,31,3,R,.,.,9,1,0,.,.,.,.,0.045653133,45.0703125,3,1,0,3,0,15/12/2035
13957,1,0,24-Feb-21,0,SO,25,.,R,.,.,8,1,.,.,.,.,.,0,68.765625,1,1,0,3,0,15/12/2035
13987,1,0,24-Feb-21,0,SB,24,.,R,1,.,1,1,1,.,.,.,.,0.14724072,66.125,2,1,0,3,1,15/12/2035
-13962,.,.,24-Feb-21,1,SG,18,0,P,1,.,1,1,.,.,4,.,.,0.307978739,76.921875,2,1,0,3,0,15/12/2035
13978,1,0,24-Feb-21,1,SM,27,2,R,.,.,.,.,.,.,.,.,.,0,.,.,0,.,4,-1,15/12/2035
-13975,.,.,24-Feb-21,0,SC,21,4,,.,.,.,.,.,.,.,.,.,0,41.7421875,.,0,.,5,-1,15/12/2035
-13956,.,.,24-Feb-21,500,SO,21,.,R,.,.,.,.,.,.,.,.,.,0,.,.,0,.,4,-1,15/12/2035
13986,0,1,24-Feb-21,0,SA,20,2,P,.,.,7,.,.,26,3,58,.,0,77.28125,1,0,.,5,1,15/12/2035
13969,0,1,24-Feb-21,1,SB,18,0,P,.,.,.,.,.,21,.,24,.,0.136514886,65.703125,1,0,.,5,0,15/12/2035
14006,1,0,25-Feb-21,0,SH,11,.,P,.,.,.,.,.,5,.,34,.,0,68.265625,.,0,.,5,-1,16/12/2035
13996,1,0,25-Feb-21,120,SO,18,.,P,.,.,.,.,.,12,0,20,.,0.060389505,71.09375,1,0,.,5,1,16/12/2035
-14008,.,.,25-Feb-21,1,SA,18,1,P,.,.,10,1,.,1,1,16,.,0.038527151,35.390625,.,1,0,3,4,16/12/2035
-13992,.,.,25-Feb-21,1,SC,19,0,P,.,.,6,2,.,16,0,13,.,0.237809358,99,1,2,0,3,2,16/12/2035
14005,1,0,25-Feb-21,400,SO,18,.,P,.,.,.,.,.,0,0,7,.,0,39.1640625,.,0,.,5,-1,16/12/2035
-14013,.,.,25-Feb-21,0,SA,33,2,H,1,550,5,3,114,0,0,8,.,0,59.1328125,1,3,338,3,2,16/12/2035
13993,1,0,25-Feb-21,320,SO,23,.,P,.,.,28,2,.,21,6,4,.,0.192002084,47.3984375,2,1,0,3,1,16/12/2035
-14004,.,.,25-Feb-21,0,SA,22,5,P,.,3300,7,2,28,.,3,.,122,0,61.5859375,1,1,2746,3,-1,16/12/2035
13998,1,0,25-Feb-21,0,SH,19,1,P,.,400,6,1,49,2,1,.,.,0.028808521,84.265625,1,1,381,3,-1,16/12/2035
-14011,.,.,25-Feb-21,200,SB,20,.,P,1,1250,5,2,0,.,0,.,62,0,43.2265625,1,2,0,3,2,16/12/2035
13995,1,0,25-Feb-21,960,SM,42,.,H,.,2650,10,1,0,.,25,.,0,0.028909816,31.61328125,2,0,.,5,1,16/12/2035
-13999,.,.,25-Feb-21,300,SB,26,.,R,1,.,5,.,1,.,.,.,.,0.155297154,61.5546875,.,0,.,5,-1,16/12/2035
-14012,.,.,25-Feb-21,0,SE,17,0,P,.,.,.,.,.,.,.,.,.,0,.,.,0,.,4,-1,16/12/2035
-13994,.,.,25-Feb-21,0,SA,18,.,R,.,.,.,.,.,.,.,.,.,0,.,.,0,.,4,-1,16/12/2035
14010,0,1,25-Feb-21,0,SE,27,1,R,.,.,.,.,.,.,.,.,.,0,.,.,0,.,4,-1,16/12/2035
-14018,.,.,26-Feb-21,1,SN,18,1,P,.,.,14,1,.,12,.,35,.,0.18880431,71.046875,1,1,0,3,1,17/12/2035
-14017,.,.,26-Feb-21,600,SO,27,0,P,.,150,7,13,.,7,7,23,.,0,45.1171875,3,3,0,1,0,17/12/2035
14021,1,0,26-Feb-21,1,SK,19,1,P,.,750,7,3,.,7,2,20,0,0,75.953125,1,3,0,3,2,17/12/2035
-14034,.,.,26-Feb-21,0,SO,17,0,P,.,.,.,.,.,9,0,15,.,0,70.875,.,0,.,5,-1,17/12/2035
-14033,.,.,26-Feb-21,1,SA,19,1,P,.,.,19,1,.,0,0,5,.,0.325611113,56.515625,.,1,0,3,-1,17/12/2035
-14025,.,.,26-Feb-21,0,SO,23,1,,2,950,4,3,1,.,.,4,.,0.218135296,57.2578125,2,2,105,3,0,17/12/2035
-14023,.,.,26-Feb-21,600,SB,21,.,R,1,50,2,3,0,.,.,4,.,0.193185039,51.7578125,1,3,0,3,-1,17/12/2035
-14035,.,.,26-Feb-21,0,SA,19,0,P,.,.,34,1,.,.,0,2,.,0.023887142,74.3125,1,1,0,3,1,17/12/2035
-14016,.,.,26-Feb-21,1080,SO,23,.,R,.,6100,8,3,40,.,1,.,.,0.218712896,59.1796875,1,3,875,3,-1,17/12/2035
-14031,.,.,26-Feb-21,1,SE,21,2,R,.,.,19,3,.,.,0,.,.,0.183885021,17.32421875,.,1,0,3,-1,17/12/2035
14022,1,0,26-Feb-21,520,SM,31,1,H,.,9200,7,3,0,.,6,.,7780,0,62.3046875,1,2,338,3,3,17/12/2035
-14024,.,.,26-Feb-21,0,SO,28,0,R,.,2400,20,1,659,.,7,.,1518,0.031541243,60.6640625,1,1,935,3,-1,17/12/2035
-14027,.,.,26-Feb-21,1,SF,18,0,P,.,.,.,.,.,.,.,.,.,0.561775805,28.1953125,.,0,.,5,-1,17/12/2035
14026,1,0,26-Feb-21,2,SM,25,0,P,.,.,.,.,.,.,.,.,.,0,36.6953125,.,0,.,5,-1,17/12/2035
14014,1,0,26-Feb-21,660,SO,24,.,H,.,.,.,.,.,.,1,.,.,0,64.59375,.,0,.,5,-1,17/12/2035
14029,0,1,26-Feb-21,1,SO,18,1,,1,.,1,1,.,3,.,13,.,0.161179983,93.25,2,1,428,3,1,17/12/2035
14030,0,1,26-Feb-21,0,SO,20,0,P,.,.,6,1,.,.,1,.,.,0.026371375,75.75,.,0,.,5,-1,17/12/2035
14042,1,0,27-Feb-21,460,SD,19,.,P,.,.,20,1,.,19,1,88,.,0.030386395,72.96875,1,1,0,3,2,18/12/2035
14036,1,0,27-Feb-21,360,SO,20,.,P,.,.,21,1,.,21,3,6,.,0,59.1875,.,1,0,3,-1,18/12/2035
14041,1,0,27-Feb-21,1,SE,18,.,P,1,.,4,.,0,10,.,4,.,0.072839409,50.859375,2,0,.,5,0,18/12/2035
-14039,.,.,27-Feb-21,800,SD,21,.,R,.,400,15,1,.,3,4,.,.,0.182916801,80.5625,1,1,0,3,2,18/12/2035
14038,0,1,27-Feb-21,0,SO,19,.,R,.,.,.,.,.,.,.,.,.,0.008034453,2.083984375,.,0,.,5,3,18/12/2035
14055,1,0,02-Mar-21,380,SM,20,0,P,.,.,7,2,.,6,3,105,.,0.159124837,57.265625,1,2,0,3,0,23/12/2035
14044,1,0,02-Mar-21,0,SO,18,0,P,.,.,15,1,.,16,1,54,.,0,57.5,1,1,0,3,0,23/12/2035
14081,1,0,02-Mar-21,500,SO,19,3,P,.,350,8,2,.,27,2,45,0,0,39.9453125,1,1,0,3,2,23/12/2035
14073,1,0,02-Mar-21,1000,SE,23,.,P,.,200,18,1,1,7,5,45,1,0,62.1015625,2,0,.,5,1,23/12/2035
-14066,.,.,02-Mar-21,0,SE,20,0,P,.,.,.,.,.,13,.,42,.,0,96.8125,1,0,.,5,0,23/12/2035
-14064,.,.,02-Mar-21,0,SO,18,0,P,.,.,54,1,.,5,0,27,.,0.035127536,89.09375,1,1,50,3,0,23/12/2035
-14048,.,.,02-Mar-21,600,SF,21,1,P,2,.,6,2,0,14,1,26,.,0.391901638,62.2109375,3,2,0,3,0,23/12/2035
-14075,.,.,02-Mar-21,0,SE,20,1,P,.,200,9,2,0,23,2,17,.,0.000553042,87.28125,1,2,0,3,-1,23/12/2035
-14071,.,.,02-Mar-21,0,SA,17,0,P,.,.,.,.,.,18,0,18,.,0,61.8203125,.,0,.,5,-1,23/12/2035
14088,1,0,02-Mar-21,1,SH,18,.,P,.,.,.,.,.,24,0,14,.,0.154941159,58.8828125,.,0,.,5,-1,23/12/2035
-14090,.,.,02-Mar-21,0,SN,17,0,,.,.,.,.,.,13,0,10,.,0,63.203125,.,0,.,5,-1,23/12/2035
-14059,.,.,02-Mar-21,0,SF,34,0,P,1,250,1,2,0,7,.,10,.,0.132326083,30.40625,1,1,0,3,0,23/12/2035
-14067,.,.,02-Mar-21,0,SC,25,1,P,.,200,28,1,29,23,5,8,1146,0.101968689,37.2109375,1,1,107,3,0,23/12/2035
-14060,.,.,02-Mar-21,1,SA,17,0,P,.,.,.,.,.,1,.,7,.,0,84.046875,1,0,.,5,0,23/12/2035
-14057,.,.,02-Mar-21,1,SB,18,0,P,.,.,13,1,0,9,0,5,.,0.323244611,47.9921875,1,1,0,3,0,23/12/2035
-14061,.,.,02-Mar-21,0,SF,20,1,R,.,.,13,1,.,.,.,4,.,0.262282753,63.5390625,1,0,.,5,0,23/12/2035
-14047,.,.,02-Mar-21,0,SO,18,0,P,.,.,.,.,.,.,.,5,.,0.363779913,45.609375,1,0,.,5,0,23/12/2035
-14091,.,.,02-Mar-21,1,SC,21,0,P,1,.,3,1,.,2,.,11,.,0.022718284,55.4921875,.,0,.,3,-1,23/12/2035
-14069,.,.,02-Mar-21,0,SO,18,.,P,.,.,.,.,.,6,0,22,.,0.320781263,37.0390625,2,0,.,5,1,23/12/2035
-14085,.,.,02-Mar-21,0,SO,31,0,R,.,.,16,.,.,.,4,4,.,0.010436306,46.4453125,2,0,.,5,1,23/12/2035
-14056,.,.,02-Mar-21,0,SF,19,1,P,.,.,.,.,.,.,.,3,.,0.011356116,76.640625,1,0,.,5,0,23/12/2035
-14084,.,.,02-Mar-21,1,SF,18,1,P,.,.,.,.,.,.,1,2,.,0.06477012,36.796875,.,0,.,5,-1,23/12/2035
-14054,.,.,02-Mar-21,0,SD,32,1,,1,150,3,.,.,23,14,.,.,0.187274402,55.828125,2,0,.,5,0,23/12/2035
14079,1,0,02-Mar-21,300,SC,20,.,P,1,500,5,1,1,9,1,45,30,0.051918038,57.65625,.,1,0,3,3,23/12/2035
14083,1,0,02-Mar-21,160,SO,26,.,P,.,.,.,.,.,2,.,.,.,0.009920983,56.84375,.,0,.,5,-1,23/12/2035
-14072,.,.,02-Mar-21,0,SE,35,1,R,.,3700,7,4,.,.,0,.,.,0.026070758,46.078125,1,4,0,3,-1,23/12/2035
14068,1,0,02-Mar-21,1,SB,20,.,R,3,8100,3,4,.,.,.,.,402,0.208664936,56.890625,3,3,0,3,1,23/12/2035
-14049,.,.,02-Mar-21,0,SO,23,0,R,.,.,11,3,.,.,.,.,.,0.29977494,63.640625,2,1,0,3,0,23/12/2035
-14058,.,.,02-Mar-21,0,SL,21,1,R,.,750,44,1,.,.,.,.,.,0,.,3,1,0,3,0,23/12/2035
14074,1,0,02-Mar-21,0,SH,18,.,P,.,.,18,1,.,.,.,.,.,0.542233426,73.140625,.,1,0,3,-1,23/12/2035
-14077,.,.,02-Mar-21,2000,SO,21,.,,.,.,17,1,.,.,.,.,.,0.163095308,60.3984375,.,1,0,3,-1,23/12/2035
-14050,.,.,02-Mar-21,1,SO,36,1,R,2,100,4,1,.,.,0,.,.,0.312299823,22.55078125,5,1,108,3,0,23/12/2035
-14076,.,.,02-Mar-21,1000,SB,21,.,R,1,.,3,1,0,.,.,.,.,0.083333661,82.453125,2,1,0,3,1,23/12/2035
-14062,.,.,02-Mar-21,0,SN,37,0,R,.,.,23,.,1,.,15,.,.,0.3324956,43.40625,2,0,.,5,0,23/12/2035
-14063,.,.,02-Mar-21,1,SA,20,1,R,.,.,.,.,.,.,0,.,.,0.290360366,33.171875,1,0,.,5,0,23/12/2035
-14086,.,.,02-Mar-21,1,SO,28,.,R,.,.,.,.,.,.,.,.,.,0.583695939,53.1015625,.,0,.,5,-1,23/12/2035
-14080,.,.,02-Mar-21,0,SH,23,4,P,.,.,.,.,.,.,.,.,.,0,.,.,0,.,4,-1,23/12/2035
-14070,.,.,02-Mar-21,360,SO,18,.,P,.,.,.,.,.,.,.,.,.,0,.,.,0,.,4,-1,23/12/2035
14092,0,1,02-Mar-21,0,SA,24,0,R,.,750,11,2,.,.,.,.,777,0.118236515,80.25,1,2,0,3,-1,23/12/2035
14053,0,1,02-Mar-21,0,SA,24,.,R,1,500,1,1,69,.,0,.,123,0.311809965,18.828125,1,1,1314,3,0,23/12/2035
-14111,.,.,03-Mar-21,0,SF,17,0,P,.,.,.,.,.,12,0,29,.,0.060720587,75.4375,.,0,.,5,-1,24/12/2035
14110,1,0,03-Mar-21,1,SO,17,1,P,.,.,.,.,.,24,.,29,.,0,80.6875,.,0,.,5,-1,24/12/2035
-14103,.,.,03-Mar-21,1,SF,20,.,P,.,.,19,1,.,19,2,14,.,0,61.7890625,1,1,313,3,-1,24/12/2035
14107,1,0,03-Mar-21,0,SE,18,.,P,.,.,.,.,.,19,.,9,.,0,53.15625,.,0,.,5,-1,24/12/2035
-14093,.,.,03-Mar-21,0,SM,36,1,R,.,1200,10,2,.,.,.,3,217,0.092072585,5.591796875,1,2,3553,3,-1,24/12/2035
14102,1,0,03-Mar-21,0,SO,18,.,P,.,.,28,1,.,3,.,1,.,0,.,.,0,.,1,-1,24/12/2035
-14109,.,.,03-Mar-21,0,SO,16,.,P,.,.,.,.,.,.,.,1,.,0,.,.,0,.,5,-1,24/12/2035
-14099,.,.,03-Mar-21,600,SB,30,.,R,3,500,3,3,15,.,.,.,186,0.20353551,70.9375,1,3,0,3,1,24/12/2035
14098,1,0,03-Mar-21,0,SN,24,1,R,.,200,8,2,.,.,0,.,278,0,38.28125,1,2,13,3,0,24/12/2035
14108,1,0,03-Mar-21,500,SC,18,.,P,.,.,.,.,.,.,.,.,.,0,.,.,0,.,4,-1,24/12/2035
14096,0,1,03-Mar-21,0,SH,21,1,P,1,1800,1,1,.,2,0,37,0,0,.,2,1,1195,3,0,24/12/2035
14100,0,1,03-Mar-21,0,SC,22,2,P,.,600,7,3,0,6,2,13,.,0.14553825,69.546875,1,2,211,3,3,24/12/2035
14105,0,1,03-Mar-21,500,SB,24,.,R,.,.,.,.,.,1,.,10,.,0.156222246,71.75,.,0,.,5,-1,24/12/2035
14106,0,1,03-Mar-21,0,SO,22,3,P,.,.,.,.,.,.,.,.,.,0.313707935,59.3046875,1,0,.,5,2,24/12/2035
-14127,.,.,04-Mar-21,0,SC,25,1,P,.,6150,8,3,.,14,6,22,496,0.017938939,65.953125,.,1,0,3,-1,25/12/2035
-14131,.,.,04-Mar-21,0,SO,25,1,P,.,700,8,2,34,20,8,13,681,0,50.4609375,1,1,204,3,2,25/12/2035
-14116,.,.,04-Mar-21,260,SB,19,.,P,.,.,30,4,.,4,2,8,.,0.213201437,57.6484375,1,2,0,3,-1,25/12/2035
-14118,.,.,04-Mar-21,0,SA,20,1,P,.,50,26,1,0,0,0,3,.,0,67.328125,.,1,0,3,-1,25/12/2035
-14129,.,.,04-Mar-21,0,SB,19,3,P,.,.,32,1,.,.,.,.,.,0.022856068,44.71875,.,1,0,3,-1,25/12/2035
14130,1,0,04-Mar-21,400,SB,24,.,R,2,.,2,1,231,.,.,.,.,0.101773327,28.4375,2,1,0,3,1,25/12/2035
14143,1,0,05-Mar-21,2,SO,18,.,P,.,.,34,1,.,17,.,96,.,0,80.078125,.,1,0,3,-1,26/12/2035
14150,1,0,05-Mar-21,0,SD,18,.,P,.,.,67,1,.,21,1,39,.,0.121406904,67.90625,.,1,0,3,4,26/12/2035
-14133,.,.,05-Mar-21,0,SO,19,2,P,1,100,5,2,.,3,2,15,.,0.096659796,69.578125,1,2,103,2,2,26/12/2035
-14138,.,.,05-Mar-21,0,SN,21,2,P,.,1200,12,1,54,19,1,15,.,0.284856622,41.453125,2,1,777,3,0,26/12/2035
-14142,.,.,05-Mar-21,0,SH,19,1,P,.,.,26,1,.,15,0,10,.,0.165409804,92.3125,.,1,0,3,3,26/12/2035
14136,1,0,05-Mar-21,400,SH,19,.,P,.,.,.,.,.,12,2,9,.,0.038381899,31.421875,.,0,.,5,-1,26/12/2035
-14148,.,.,05-Mar-21,0,SB,21,3,R,.,150,8,1,0,.,.,1,.,0.186795773,55.96875,.,1,0,3,3,26/12/2035
-14134,.,.,05-Mar-21,0,SO,20,1,R,1,600,4,1,0,.,.,2,.,0.059635605,64.96875,2,1,158,3,1,26/12/2035
14147,1,0,05-Mar-21,220,SO,24,.,,.,.,11,2,0,.,.,.,.,0,27.37109375,1,2,0,3,4,26/12/2035
-14135,.,.,05-Mar-21,0,SO,23,.,R,.,.,6,1,.,.,0,.,.,0,13.18554688,.,1,0,3,3,26/12/2035
-14149,.,.,05-Mar-21,0,SB,30,1,,.,.,.,.,.,.,.,.,.,0,78.3125,.,0,.,5,-1,26/12/2035
14139,0,1,05-Mar-21,200,SO,25,.,P,.,.,43,1,1,23,.,3,.,0.024556886,68.796875,1,1,1720,3,-1,26/12/2035
-14174,.,.,06-Mar-21,160,SF,18,0,P,.,.,.,.,.,9,0,26,.,0.029461212,70.3125,.,0,.,5,-1,27/12/2035
14164,1,0,06-Mar-21,0,SA,19,1,P,.,.,.,.,.,13,2,27,.,0.012194468,67.25,.,0,.,5,-1,27/12/2035
-14154,.,.,06-Mar-21,0,SL,21,4,,1,2850,4,3,0,7,5,22,124,0.340370626,66.96875,2,3,137,3,2,27/12/2035
-14163,.,.,06-Mar-21,0,SD,22,.,P,1,350,6,.,.,16,4,13,.,0,12.00390625,2,0,.,5,2,27/12/2035
-14170,.,.,06-Mar-21,300,SN,18,1,P,.,.,60,1,.,5,0,12,.,0.296596413,36.0859375,.,1,0,3,4,27/12/2035
14155,1,0,06-Mar-21,1000,SO,21,.,,.,.,44,1,.,6,0,13,.,0.005589868,62.6640625,.,1,0,3,-1,27/12/2035
14162,1,0,06-Mar-21,0,SO,23,4,P,.,3550,28,4,.,17,4,7,712,0.019904574,71.671875,1,3,1648,3,3,27/12/2035
-14161,.,.,06-Mar-21,0,SB,22,4,P,.,.,.,.,.,.,.,1,.,0.073360822,27.91796875,1,0,.,5,1,27/12/2035
-14159,.,.,06-Mar-21,0,SO,22,4,P,.,.,.,.,.,.,.,2,.,0.057857866,29.24609375,1,0,.,5,1,27/12/2035
-14166,.,.,06-Mar-21,0,SB,32,1,R,.,.,8,3,215,.,3,2,.,0.320516218,56.296875,3,1,0,3,2,27/12/2035
-14158,.,.,06-Mar-21,1000,SF,24,.,,2,.,1,1,0,.,.,.,.,0.135908501,49.0859375,.,1,0,3,-1,27/12/2035
14153,1,0,06-Mar-21,800,SN,20,1,R,.,.,.,.,.,.,.,.,.,0.103501871,46.3125,.,0,.,5,-1,27/12/2035
14168,0,1,06-Mar-21,520,SO,21,4,P,.,.,10,2,1,22,0,71,.,0,36.4609375,1,2,350,3,-1,27/12/2035
